tokenized_text,lix_score
"['Men', 'best', 'som', 'han', 'gikk', ',', 'kom', 'han', 'til', 'ei', 'bred', 'elv', '.', 'For', 'å', 'komme', 'over', ',', 'måtte', 'han', 'legge', 'seg', 'ned', 'og', 'vasse', 'over', '.', 'Han', 'ga', 'seg', 'i', 'kast', 'med', 'det', ',', 'og', 'fikk', 'til', 'slutt', 'lagt', 'på', 'svøm', 'ute', 'i', 'elva', '.', 'Bamse', 'satte', 'etter', 'og', 'begynte', 'å', 'drikke', 'av', 'vannet', '.', 'Om', 'en', 'stund', 'sprang', 'bjørnen', 'opp', 'av', 'vannet', 'og', 'grep', 'tak', 'i', 'øret', 'til', 'Mikkel', '.', 'Og', 'etterpå', 'prøvde', 'han', 'å', 'rive', 'det', 'løs', 'fra', 'bjørnen', '.', 'Men', 'han', 'så', 'nok', 'straks', 'at', 'det', 'ikke', 'var', 'så', 'lettvint', '.', 'Da', 'sa', 'bjørnen', ':', '""', 'Jeg', 'vet', 'ikke', 'hvor', 'meget', 'større', 'vett', 'den', 'har', 'som', 'er', 'to', 'bein', 'enn', 'den', 'som', 'er', 'fire', '.', 'Men', 'jeg', 'har', 'ofte', 'sett', 'at', 'får', 'den', 'virkelig', 'tid']",18.98247663551402
"['Dagen', 'etter', 'var', 'vi', 'bare', 'lykkelige', 'alle', 'fire', '.', 'Så', 'lenge', 'alle', 'har', 'det', 'godt', ',', 'er', 'det', 'første', 'gangen', 'en', 'familie', 'som', 'vår', 'lager', 'kalender', '.', 'Det', 'var', 'de', 'to', 'minste', 'som', 'forlangte', 'kalender', 'da', 'vi', 'spiste', 'julegrøt', 'etter', 'skolen', '.', 'Før', 'de', 'spiser', ',', 'løper', 'de', 'alltid', 'og', 'gjemmer', 'seg', ',', 'og', 'når', 'familien', 'leter', 'blir', 'det', 'gjerne', 'en', 'stor', 'jakt', 'på', 'de', 'to', 'små', ',', 'med', 'latter', 'og', 'tøys', '.', 'Etter', 'at', 'det', 'var', 'blitt', 'mørkt', 'den', 'julen', 'første', 'gangen', ',', 'krøp', 'de', 'opp', 'i', 'sofaen', 'med', 'kalenderne', 'sine', '.', 'Det', 'var', 'nesten', 'blitt', 'en', 'skam', 'å', 'si', 'det', ',', 'det', 'er', 'jo', 'andre', 'barn', 'som', 'ikke', 'har', 'kalender', '.', 'Jeg', 'tror', 'ikke', 'de', 'tenker', 'sånn', '.', 'Mange', 'er', 'sikkert', 'heldige', 'som', 'ald']",24.63150867823765
"['Det', 'var', 'godt', 'oppmøte', 'av', 'klubbmedlemmer', 'som', 'nøt', 'medbrakt', 'før', 'en', 'liten', 'presentasjon', 'av', 'sommerturen', 'ble', 'gjennomført', '.', 'Det', 'var', 'fyr', 'på', 'grillen', 'fra', 'kl.', '19.30', 'og', 'fram', 'til', 'kl.', '21.00', '28.', 'juni', 'fra', 'og', 'med', 'i', 'morgen', '29.', 'juni', 'er', 'det', 'drop-in', 'som', 'vanlig', 'og', 'det', 'blir', 'helg', 'med', 'fint', 'vær', 'ser', 'det', 'ut', 'som', 'så', 'det', 'blir', 'garantert', 'mye', 'folk', '…', 'Og', 'så', 'er', 'det', 'bare', 'å', 'melde', 'seg', 'på', 'helgeturen', 'på', '693', '70 314', 'eller', 'send', 'SMS', 'med', '“', 'Hva', 'skjer', '”', '+', 'navnet', 'ditt', 'så', 'vi', 'har', 'litt', 'oversikt', '.']",56.14367816091954
"['Det', 'har', 'vore', 'nok', 'ei', 'stormfull', 'jul', 'for', 'bebuarane', 'på', 'Hordneset', '.', 'Måndag', 'kveld', 'vart', 'store', 'nedbørsmengder', 'i', 'bygda', 'kombinert', 'med', 'den', 'kraftige', 'vinden', '.', '-', 'Det', 'har', 'vore', 'eit', 'kraftig', 'lydnivå', ',', 'og', 'det', 'er', 'mange', 'skogsvinklar', ',', 'så', 'det', 'bles', 'i', 'husa', 'her', ',', 'seier', 'Solveig', 'Hoddevik', 'til', 'firda.no', 'tysdag', 'morgon', '.', 'Heime', 'hos', 'henne', 'merka', 'dei', 'veret', 'godt', 'måndag', 'kveld', ',', 'og', 'det', 'tok', 'langt', 'tid', 'før', 'det', 'roa', 'seg', ',', 'fortel', 'ho', '.', 'Mykje', 'regn', 'og', 'vind', 'til', 'tross', ';', 'Hoddevik', 'er', 'oppteken', 'av', 'å', 'ta', 'vare', 'på', 'tinga', 'sine', '.', '-', 'Folk', 'må', 'kanskje', 'ha', 'kjellarane', 'sine', 'fulle', 'av']",33.46746987951808
"['Det', 'er', 'eit', 'kjend', 'faktum', 'at', 'ungdom', 'blir', 'svevnige', 'på', 'skulen', ',', 'og', 'får', 'mindre', 'til', 'å', 'jobbe', 'med', 'lekser', '.', 'Det', 'er', 'viktig', 'med', 'frisk', 'luft', 'og', 'skifte', 'frå', 'stillesitjande', 'arbeid', 'til', 'meir', 'variasjon', ',', 'som', 'i', 'sin', 'tur', 'motverkar', 'einsemd', 'fordi', 'det', 'er', 'fleire', 'i', 'rommet', 'som', 'gjer', 'samme', 'lekser', 'og', 'har', 'den', 'same', 'undervisinga', '.', 'Det', 'er', 'også', 'viktig', 'med', 'godt', 'kosthald', ',', 'kanskje', 'middagen', 'på', 'SFO', 'ikkje', 'er', 'så', 'viktig', '.', 'Det', 'kan', 'vere', 'den', 'er', 'meir', 'effektiv', 'for', 'mange', '.', 'Det', 'er', 'også', 'viktig', 'for', 'ungar', 'å', 'vere', 'i', 'aktivitet', ',', 'og', 'det', 'er', 'meir', 'spennande', 'å', 'vere', 'på', 'biblioteket', 'enn', 'å', 'jobbe', '.', 'Det', 'kan', 'vere', 'enklare']",33.0
"['Det', 'er', 'jo', 'fredag', ',', 'og', 'klart', 'for', 'fredagstaco', ',', 'er', 'det', 'ikke', '?', 'I', 'dagens', 'reprise', 'på', 'fredagstema', ',', 'Fredag', 'uten', 'taco', '?', 'får', 'du', 'tips', 'til', 'taco', 'med', 'nye', 'smaker', ',', 'uten', 'rømme', 'og', 'ost', '.', 'Slik', 'kan', 'du', 'lage', 'deg', 'taco', 'med', 'smaken', 'av', 'mer', 'sommer', ',', 'eller', 'om', 'du', 'skal', 'servere', 'litt', 'spennende', 'taco', 'og', 'vil', 'gi', 'gjestene', 'en', 'smak', 'av', 'en', 'liten', 'annerledes', 'fredag', 'uten', 'taco', '.', '2020-07', '-', '24', 'Taco', 'fredag', '!', 'Jag', 'har', 'också', 'skrivit', 'om', 'min', 'vardag', ',', 'och', 'om', 'mat', 'och', 'bakning', '.', 'Den', 'är', 'bra', 'på', 'många', 'sätt', '.', 'Den', 'ger', 'en', 'härlig', ',', 'mysig', 'känsla', '.', 'Man', 'satsar', 'mycket', 'på', 'att', 'göra', 'fredag', 'med', 'tacos', 'till']",22.36401098901099
"['Når', 'det', 'gjeld', 'våpen', ',', 'er', 'eg', 'i', 'utgangspunktet', 'ikkje', 'særleg', 'optimistisk', '.', 'Såklart', 'er', 'det', 'mogleg', 'å', 'få', 'kjøpt', 'våpen', 'i', 'USA', ',', 'og', 'det', 'er', 'heller', 'ikkje', 'vanskeleg', 'å', 'kjøpe', 'utstyr', 'til', 'å', 'lage', 'våpen', '/', 'bomber', '.', 'Om', 'det', 'er', 'vilje', 'til', 'det', ',', 'er', 'det', 'ikkje', 'vanskeleg', 'å', 'få', 'tak', 'i', 'kjemikaliar', 'til', 'å', 'lage', 'ei', 'slik', 'bombe', 'heller', '.', 'I', 'motsetnad', 'til', 'nokon', 'som', 'er', 'meir', 'rutinert', 'i', 'kjemi', ',', 'vil', 'eg', 'sjå', 'for', 'meg', 'at', 'det', 'vil', 'ta', 'litt', 'tid', 'å', 'få', 'laga', 'noko', 'slikt', '.', 'Det', 'krev', 'både', 'tid', ',', 'pengar', ',', 'og', 'kjennskap', 'til', 'kvar', 'ein', 'skal', 'kjøpe', 'dei', 'nødvendige', 'kjemikaliane', '.']",30.824489795918367
"['I', 'tillegg', 'til', 'de', 'ulike', 'foredragene', 'og', 'paneldebattene', ',', 'vil', 'de', 'to', 'dagene', 'i', 'Tromsø', 'bli', 'spekket', 'med', 'en', 'rekke', 'små', 'møter', 'og', 'muligheter', 'for', 'å', 'treffe', 'andre', 'journalister', '.', 'Forhåpentligvis', 'vil', 'det', 'skje', 'minst', 'like', 'mye', 'i', 'disse', 'små', '""', 'avlukkene', '""', ',', 'som', 'i', 'hovedsalen', '.', 'Mandag', 'kveld', 'starter', 'vi', 'det', 'faglige', 'programmet', 'klokken', '18.00', ',', 'og', 'vi', 'avrunde', 'klokken', '22.00', '.', 'Tirsdag', 'kveld', 'byr', 'vi', 'på', 'et', 'glass', 'vin', 'og', 'en', 'matbit', ',', 'og', 'gjennomfører', 'en', 'kort', 'og', 'uformell', 'avrunding', 'av', 'konferansen', ',', 'før', 'våre', 'tilreisende', 'gjester', 'tar', 'kvelden', '.', 'Og', 'det', 'er', 'nettopp', 'noe', 'av', 'fil']",48.548780487804876
"['Men', 'det', 'er', 'ikke', 'alle', 'som', 'for', 'lengst', 'har', 'vendt', 'ryggen', 'til', 'de', 'tusentalls', 'menneskene', 'som', 'har', 'trasket', 'rundt', 'i', 'New', 'Yorks', 'gater', 'i', 'tre', 'dager', '.', 'James', ',', 'en', 'engasjert', 'sjarmør', ',', 'forteller', 'at', 'han', 'liker', 'demonstrasjonen', 'godt', '.', '-', 'Ja', ',', 'jeg', 'gjør', 'det', ',', 'men', 'jeg', 'er', 'her', 'for', 'Obama', 'også', '.', 'Økonomien', 'er', 'viktigere', 'enn', 'klimaet', '.', 'Jeg', 'mener', 'det', 'skader', 'verden', 'å', 'lytte', 'til', 'klimaskeptikerne', ',', 'sier', 'James', 'til', 'Dagbladet', '.', 'Dagbladet', 'får', 'ham', 'til', 'å', 'le', '.', 'Obama', 'har', 'nemlig', 'fått', 'kritikk', 'for', 'å', 'ha', 'prioritert', 'vekk', 'klimaspørsmålet', 'i', 'sin', 'tid', 'som', 'president', '.', '-', 'Jeg', 'tror', 'ikke', 'Obama', 'gjør', 'noe', 'som', 'ikke', 'gjør', 'ver']",31.9688013136289
"['I', 'dag', 'er', 'det', 'vanskelig', 'å', 'møte', 'en', 'fremmed', ',', 'selv', 'i', 'de', 'avsidesliggende', 'hjørnene', 'av', 'byen', ',', 'uten', 'å', 'støte', 'på', 'noen', 'som', 'allerede', 'er', '""', 'i', 'et', 'forhold', '""', '.', 'De', 'fleste', 'av', 'dem', 'anser', 'seg', 'for', 'å', 'være', 'lykkelige', ',', 'selv', 'om', 'denne', 'lykken', 'ble', 'oppnådd', 'på', 'bekostning', 'av', 'deres', 'personlige', 'frihet', '.', 'Hva', 'gir', 'disse', 'relasjonene', ',', 'og', 'er', 'det', 'virkelig', 'lykke', 'i', 'dem', '?', 'Bare', 'den', 'som', 'minst', 'en', 'gang', 'er', 'i', 'et', 'slikt', 'par', ',', 'vil', 'svare', 'på', 'dette', 'spørsmålet', '.', '.', 'Må', 'alle', 'par', 'møte', 'en', 'sjelefrende', 'eller', 'en', 'person', 'som', 'vil', 'stå', 'ved', 'siden', '?', 'Svaret', 'på', 'dette', 'spørsmålet', 'er', 'nei', '.', 'Samtidig', 'er', 'det', 'ingen', 'ekte', 'kjærlighet']",31.625
"['Vi', 'har', 'fått', 'en', 'del', 'spørsmål', 'om', 'hva', 'som', 'skjer', 'når', 'en', 'utleier', 'endrer', 'prisen', 'på', 'noe', 'som', 'allerede', 'er', 'leid', 'ut', ',', 'for', 'eksempel', 'prisøkning', 'på', 'leiligheten', '.', 'Her', 'skal', 'dere', 'nå', 'få', 'svar', 'fra', 'den', 'eneste', 'eksperten', 'på', 'området', ',', 'nemlig', 'vår', 'venn', 'Jurgen', 'Schmidek', '.', 'Han', 'kan', 'opplyse', 'at', 'det', 'ikke', 'finnes', 'noe', 'lovregulering', 'av', 'saken', ',', 'men', 'at', 'den', 'er', 'omtalt', 'i', 'blant', 'annet', 'Forbrukerrådets', 'leiekontrakt', 'på', 'baksiden', 's', '.', '6', ',', 'og', 'at', 'det', 'dreier', 'seg', 'om', 'en', 'form', 'for', 'erstatningsrett', '.', 'Han', 'foreslår', 'også', 'at', 'man', 'kan', 'henvende', 'seg', 'til', 'Husleietvistutvalget', '(', 'HTU', ')', 'i', 'Oslo', ',', 'Akershus', ',', 'Hordaland', ',', 'Sør', '/', 'Tr']",38.7373417721519
"['Eg', 'synest', 'det', 'er', 'svært', 'tragisk', 'dersom', 'kommunen', 'skulle', 'få', 'eit', 'slikt', 'forfall', '.', 'I', 'alle', 'innbyggarar', 'i', 'Noreg', 'har', 'lært', 'kva', 'kommunisme', 'er', ',', 'og', 'korleis', 'den', 'fungerer', '-', 'ved', 'å', 'lese', 'om', 'det', ',', 'eller', 'lære', 'om', 'det', 'på', 'skulen', '.', 'Eg', 'synes', 'at', 'dette', 'er', 'eit', 'døme', 'på', 'at', 'det', 'er', 'mykje', 'dei', 'gamle', 'folka', 'i', 'bygda', 'veit', '.', 'Tett', 'under', 'armen', 'ligg', 'avisa', 'som', 'har', 'blitt', 'delt', 'i', 'to.', 'Torsdagen', 'før', 'har', 'kommunistpartiet', 'fått', 'lov', 'å', 'halde', 'møte', 'i', 'ei', 'større', 'forsamlingslokale', 'i', 'nærleiken', 'av', 'denne', 'vesle', 'kommunistiske', 'kaffiplassen', '.']",36.69252873563218
"['Matrikkelframlegget', '1863', 'seier', 'at', 'der', 'er', ':', 'Tort', ':', 'Skylda', 'er', 'ført', 'opp', 'med', '3', 'dalar', '1', 'skiling', '.', 'Hin', 'gjeng', 'ut', 'fra', 'at', 'der', 'er', 'samla', 'for', 'heile', 'garden', ',', 'for', 'Tort', 'er', 'ikkje', 'nemnd', 'for', 'seg', 'sjølv', '.', 'Ein', 'finn', 'same', 'skylda', 'i', '1838', '.', 'Ho', 'har', 'korkje', 'vorte', 'større', 'eller', 'mindre', '.', 'Mellom', 'eigarane', 'i', '1838', 'les', 'ein', ':', 'Hertzberg', 'og', 'Røen', ',', 'medan', 'det', 'i', '1903', 'ikkje', 'er', 'med', 'ein', 'gardbrukar', 'frå', 'Indre', 'Haugland', '.', 'Kva', 'skjedde', 'i', 'mellomtida', '?', 'Det', 'veit', 'me', 'ikkje', 'svaret', 'på', '.', 'Anten', 'har', 'Haugland-bønder', 'overtatt', ',', 'eller', 'nokon', 'frå', 'Hellerud', 'som', 'ikkje', 'var', 'heilt', 'frampå', '.', 'Futen', 'sine', 'opply']",23.453947368421055
"['Han', 'sa', 'til', 'avisen', 'VG', 'at', '«', 'Det', 'er', 'mye', 'på', 'spill', '.', 'Denne', 'saken', 'har', 'avslørt', 'en', 'ukultur', 'i', 'politiet', ',', 'som', 'også', 'kan', 'ha', 'forplantet', 'seg', 'til', 'andre', 'steder', 'i', 'det', 'norske', 'samfunnet', '.', 'Vi', 'kan', 'ikke', 'leve', 'med', 'at', 'tilliten', 'til', 'vårt', 'politi', 'er', 'svekket', '»', '.', '-', 'Med', 'all', 'respekt', ',', 'det', 'er', 'feil', 'sitat', '.', 'Jeg', 'ble', 'tillagt', 'en', 'holdning', 'jeg', 'ikke', 'hadde', 'og', 'som', 'jeg', 'ikke', 'mente', ',', 'sier', 'Pedersen', 'til', 'VG', '.', '61-åringen', 'sier', 'han', 'ble', 'feilsitert', '.', 'Han', 'mener', 'han', 'sa', ':', '«', 'Denne', 'saken', 'har', 'avslørt', 'et', 'skudd', 'i', 'blinde', 'og', 'kan', 'ha', 'forplantet', 'seg', 'til', 'andre', 'organisasjoner', 'i', 'samfunnet', '»', '.']",31.422619047619044
"['Du', 'skal', 'ikkje', 'stela', 'ein', 'bil', ',', 'og', 'du', 'skal', 'ikkje', 'stela', 'ei', 'flaske', 'vin', '.', 'Eg', 'er', 'ikkje', 'sikker', 'på', 'om', 'han', 'køyrde', 'utan', 'forsikring', 'og', 'alt', 'det', 'der', ',', 'men', 'som', 'han', 'sa', ':', '—', 'Skaden', 'var', 'ikkje', 'din', '!', '1.', '2.', '.', '3.', '.', '.', '.', 'og', 'ikkje', 'alt', 'det', 'andre', '-', 'for', 'det', 'stod', 'ikkje', 'noko', 'i', 'teksten', 'om', 'slike', 'ting', 'som', 'å', 'køyra', 'utan', 'førarkort', 'og', 'øydeleggja', 'naboen', 'sin', 'plen', 'med', 'ei', 'slik', 'vogn', '.', 'Han', 'såg', 'skuldspørsmålet', 'i', 'augene', 'og', 'gjorde', 'seg', 'nokre', 'tankar', 'før', 'han', 'ringde', 'til', 'politiet', '.', 'Vi', 'skal', 'prøva', 'dei', 'to', 'hovudversjonane', ',', 'og', 'eg', 'gjev', 'konsentrerte', 'versjonar', ':', '(', 'Teksten', 'i', 'k']",21.142857142857142
"['Då', 'dei', 'kom', 'til', 'ein', 'sving', ',', 'greidde', 'ikkje', 'bilen', 'svingen', '.', 'Treet', 'i', 'hagen', 'var', 'det', 'som', 'berga', 'bilen', 'frå', 'å', 'gå', 'over', 'autovernet', 'og', 'ned', 'skråninga', '.', 'Bilen', 'skrensa', 'ut', 'av', 'vegen', ',', 'og', 'stoppa', 'like', 'etter', '.', 'Det', 'må', 'ha', 'vore', 'ein', 'utruleg', 'flaks', 'for', 'sjåføren', '.', '30', 'centimeter', 'til', 'i', 'ein', 'eller', 'annan', 'retning', ',', 'så', 'ville', 'dette', 'gått', 'riktig', 'ille', '.', 'Det', 'var', 'tre', 'born', 'i', 'bilen', 'som', 'er', 'busette', 'i', 'Fitjar', '.', 'Bilen', 'var', 'på', 'veg', 'mot', 'Sagvåg', ',', 'då', 'den', 'kolliderte', 'med', 'treet', '.', 'Tekniske', 'undersøkingar', 'på', 'ulukkesstaden', 'syner', 'at', 'det', 'ikkje', 'var', 'alkohol', 'med', 'i', 'biletet', 'denne', 'gongen', '.', 'Kven', 'som', 'køyrde', ',', 'har', 'heller', 'ikkje', 'polit']",28.717105263157894
"['Dei', 'sa', 'til', 'kvarandre', 'at', 'det', 'var', 'på', 'grunn', 'av', 'alle', 'viktige', 'mennene', 'som', 'var', 'ute', 'og', 'reiste', ',', 'difor', 'var', 'det', 'heller', 'ikkje', 'til', 'nokon', 'nytte', 'at', 'dei', 'kom', 'med', 'nokon', 'fyresegner', 'og', 'dømingar', ',', '33', 'for', 'dei', 'kom', 'i', 'hug', 'at', 'prestane', 'alltid', 'hadde', 'fare', 'med', 'sladder', 'og', 'aldri', 'levd', 'etter', 'Guds', 'lov', '.', '34', 'Difor', 'dreiv', 'dei', 'på', 'og', 'heldt', 'ikkje', 'gudsteneste', 'på', 'sabbaten', ',', 'men', 'underviste', 'om', 'dei', 'gamle', 'henda', 'og', 'drøfte', 'og', 'samtala', 'på', 'tinget', '.', '35', 'Ein', 'gong', 'heldt', 'nokre', 'av', 'dei', 'på', 'å', 'kjøpslå', 'på', 'sabbaten', ',', 'og', 'læresveinane', 'til', 'Peter', 'og', 'Johannes', 'greip', 'dei', 'og', 'førde', 'dei', 'inn', 'i', 'rådssalen', '.', '36', 'Der']",49.68627450980392
"['Men', 'Jesus', 'sa', 'til', 'dem', ':', '""', 'Velsignet', 'er', 'dere', ',', 'når', 'mennesker', 'for', 'min', 'skyld', 'håner', 'og', 'forfølger', 'dere', '.', 'Lykkelige', 'er', 'dere', ',', 'når', 'dere', 'blir', 'spottet', 'for', 'Kristi', 'navns', 'skyld', ',', 'for', 'Guds', 'Ånd', ',', '""', '.', 'Ve', 'dere', 'når', 'alle', 'taler', 'vel', 'om', 'dere', ',', 'for', 'det', 'gjorde', 'også', 'deres', 'fedre', 'med', 'de', 'falske', 'profetene', '.', 'Mens', 'han', 'ennå', 'talte', 'til', 'folkemengden', ',', 'kom', 'moren', 'og', 'søsknene', 'hans', '.', 'De', 'sto', 'utenfor', 'og', 'sendte', 'bud', 'inn', 'til', 'ham', 'om', 'at', 'nå', 'var', 'tiden', 'ute', '.', 'Men', 'han', 'sa', 'til', 'dem', ':', '""', 'Også', 'ennå', 'en', 'liten', 'stund', 'er', 'lyset', 'hos', 'dere', '.', 'Vandre', 'mens', 'dere', 'har', 'lyset', ',', 'så', 'mørket', 'ikke', 'skal', 'få', 'makt', 'i', 'dere', '.', 'Den', 'som', 'vandrer', 'i', 'mørket']",23.51098901098901
"['Dei', 'kom', 'til', 'Stølen', 'i', 'halv', 'fem-tida', 'natt', 'til', 'laurdag', 'og', 'ville', 'ha', 'kontakt', 'med', 'personar', 'som', 'hadde', 'med', 'ulykka', 'å', 'gjera', '.', 'Politiet', 'var', 'der', 'oppe', ',', 'og', 'i', '10-tida', 'laurdag', 'kom', 'det', 'ei', 'melding', 'frå', 'vegen', '.', 'Ein', 'utlending', 'var', 'skadd', 'i', 'eit', 'trafikkuhell', 'og', 'trengde', 'legehjelp', '.', 'Først', 'var', 'det', 'eit', 'innslag', 'om', 'at', 'ein', 'utlending', 'var', 'frakta', 'til', 'sjukehus', 'i', 'ambulanse', '.', 'Det', 'vart', 'sidan', 'stadfesta', 'at', 'personen', 'var', 'sendt', 'med', 'eit', 'rutefly', 'frå', 'Fagernes', 'lufthamn', '.', 'Politiet', 'kunne', 'opplyse', 'at', 'dei', 'ville', 'følgje', 'opp', 'saka', '.', 'Seinare', 'på', 'laurdagen', 'kunne', 'dei', 'stadfeste', 'at', 'saka', 'no', 'var', 'ferdig', 'etterforska', 'fr']",41.38095238095238
"['Frå', 'brev', 'som', 'biskopar', 'i', 'Den', 'norske', 'kyrkja', 'skreiv', 'til', 'styresmaktene', 'i', '1941', 'og', 'frametter', '.', 'Noko', 'av', 'det', 'fyrste', 'eg', 'tenkjer', 'på', 'når', 'eg', 'vaknar', ',', 'er', 'skjebnar', ',', 'det', 'vil', 'seia', 'korleis', 'mange', 'maktmenneske', 'som', 'levde', 'før', 'oss', ',', 'har', 'forma', 'den', 'framtida', 'vi', 'no', 'lever', 'i', '.', 'Skjebnen', 'deira', 'kom', 'til', 'å', 'bestemma', 'framtida', 'til', 'så', 'mange', 'menneske', '.', 'Eg', 'tenkjer', 'på', 'dei', 'som', 'har', 'bygt', 'landet', ',', 'på', 'deira', 'liv', 'og', 'på', 'den', 'ufullkomne', 'vegen', 'dei', 'gjekk', '.', 'Dei', 'er', 'førebilete', 'for', 'oss', 'som', 'lever', 'no.', 'Vi', 'skulle', 'gjerne', 'ønskje', 'dei', 'var', 'saman', 'med', 'oss', 'i', 'våre', 'tankar', ',', 'vårt', 'ord', 'og', 'gjerning', '.', 'Når', 'det']",35.9265306122449
"['Ein', 'dag', 'då', 'mor', 'til', 'Olav', 'skamklipte', 'håret', 'hans', ',', 'og', 'etterpå', 'sette', 'han', 'i', 'skammekroken', ',', 'vart', 'han', 'redd', '.', 'Han', 'sprang', 'bort', 'til', 'ein', 'stor', 'stein', ',', 'og', 'ønskte', 'seg', 'vekk', 'frå', 'alt', 'i', 'hop', '.', 'Han', 'ville', 'til', 'mamma', 'i', 'Gudbrandsdalen', '.', 'Med', 'eitt', 'stod', 'ei', 'fin', 'dame', 'ved', 'sida', 'av', 'steinen', '.', 'Det', 'var', 'ein', 'engel', ',', 'som', 'ville', 'hjelpe', 'Olav', '.', 'Ønsket', 'fekk', 'han', 'tilbake', '!', 'Olav', 'kunne', 'reise', 'kvar', 'han', 'ville', 'i', 'heile', 'verda', '.', 'Han', 'var', 'fri', ',', 'og', 'det', 'einaste', 'han', 'kunne', 'gjere', ',', 'var', 'å', 'kome', 'seg', 'ned', 'av', 'steinen', '.', 'Nokre', 'dagar', 'seinare', 'skulle', 'ein', 'liten', 'gut', 'flytte', 'til', 'bygda', ',', 'som', 'heitte', 'Aurdal', '.', 'Guten', 'fekk', 'namnet', 'Olav', 'etter', 'kongen', '.']",19.07142857142857
"['Han', 'skunda', 'seg', 'å', 'ta', 'ned', 'kalendaren', 'på', 'den', 'digitale', 'tavla', ',', 'kika', 'oppgjeven', 'utover', 'flokken', 'av', 'elevar', 'som', 'sat', 'rett', 'framfor', 'han', ',', 'og', 'sa', 'med', 'ein', 'sukk', ':', '”', 'Eg', 'trur', 'det', 'er', 'fullbooka', '!', '”', '.', 'Då', 'tok', 'ein', 'av', 'jentene', 'i', 'klassen', 'ordet', 'og', 'sa', ':', '”', 'Eg', 'har', 'ein', 'bestefar', 'som', 'skal', 'feire', '75-årsdagen', 'sin', 'på', 'søndag', ',', 'og', 'han', 'ville', 'så', 'gjerne', 'hatt', 'ein', 'bjørn', 'med', 'i', 'selskapet', '!', '”', 'Ørjan', 'såg', 'ut', 'over', 'forsamlinga', ',', 'og', 'måtte', 'vedgå', 'at', 'dette', 'var', 'ei', 'god', 'løysing', 'på', 'eit', 'stort', 'dilemma', '!', 'Ein', 'kunne', 'sjå', 'forvirringa', 'lyse', 'ut', 'av', 'auga', 'til', 'jentene', ';', 'dei', 'prøvde', 'etter', 'beste', 'evne', 'å', 'finne', 'ut', 'av', 'om', 'gå']",44.66666666666667
"['Det', 'vart', 'som', 'venta', 'strid', 'rundt', 'kva', 'namn', 'som', 'skal', 'prege', 'den', 'nye', 'eininga', 'for', 'brann-', 'og', 'redningsteneste', 'i', 'nye', 'Vestland', 'fylke', '.', 'Namnet', '«', '110-tenesta', '»', 'er', 'den', 'mest', 'brukte', 'nemnaren', 'for', 'brannvesenet', 'sin', 'naudalarmsentral', '.', '–', 'Når', 'ein', 'står', 'framfor', 'så', 'store', 'endringar', 'som', 'det', 'her', 'er', 'snakk', 'om', ',', 'så', 'er', 'det', 'ikkje', 'uvanleg', 'å', 'skifte', 'namn', ',', 'det', 'har', 'vore', 'kutyme', ',', 'seier', 'prosjektleiar', 'for', 'arbeidsgruppa', 'som', 'har', 'utgreia', 'samanslåinga', 'av', '110-sentralar', ',', 'Anders', 'Bang-Andersen', 'ved', 'Bergen', 'brannvesen', '.', '–', 'Eg', 'er', 'glad', 'for', 'at', 'departementet', 'har', 'lytta', 'til', 'dei', 'tilbakemeldingane', 'dei', 'har', 'fått', 'frå', 'høyrings']",47.62100456621005
"['So', 'var', 'det', 'åt', 'med', 'lua', 'og', 'utpå', 'ebba', 'dagen', 'bort', '.', 'Det', 'vart', 'ingen', '«', 'Fjellrjupa', '»', 'å', 'fara', 'heim', 'med', ',', 'ikkje', 'eingong', 'eit', 'skrive', 'papir', 'med', 'namne', 'på', 'dei', 'som', 'var', 'med.', 'Det', 'skulde', 'no', 'alltid', 'vore', 'noko', 'å', 'ha', 'for', 'ein', 'som', 'hadde', 'gått', 'og', 'sikla', 'etter', 'å', 'få', 'vera', 'med', 'i', 'så', 'lang', 'tid', '.', '—', 'Du', 'har', 'ein', 'vakker', 'ein', 'som', 'sitt', 'der', 'heime', 'og', 'ventar', '...', 'Eg', 'skal', 'nok', 'få', 'han', ',', 'skal', 'du', 'sjå', '—', 'var', 'det', 'han', 'tenkte', 'og', 'smilte', 'att.', 'Du', 'skal', 'ikkje', 'ta', 'den', 'sor', 'gen', 'på', 'forskot', 'nei', ',', 'sa', 'ho', 'Mor', '.', 'Det', 'kunde', 'hende', 'det', 'vart', 'fleire', 'turar', 'å', 'koma', 'heim', 'med', 'på', 'denne', 'måten', '.', 'Berre', 'hald', 'kjeft', 'og', 'ver', 'i', 'godt', 'humør', '!', '—', 'det', 'er']",25.964102564102564
